hand_raise,resource_visits,announcement_views,discussion_posts,free_time,study_time,absences,final_grade,learning_style,total_actions,video_actions,audio_actions,text_actions,platform
,,,,,,,,,361.0,94.0,48.0,79.0,mobile
,,,,,,,,,2263.0,242.0,326.0,633.0,mobile
,,,,,,,,,295.0,0.0,20.0,116.0,mobile
,,,,,,,,,23.0,0.0,2.0,14.0,mobile
,,,,,,,,,35.0,0.0,0.0,25.0,mobile
,,,,,,,,,10479.0,78.0,4548.0,2393.0,mobile
,,,,,,,,,3947.0,42.0,1024.0,1315.0,mobile
,,,,,,,,,40.0,2.0,10.0,16.0,mobile
,,,,,,,,,3412.0,687.0,481.0,872.0,web
,,,,,,,,,2605.0,2.0,663.0,813.0,mobile
,,,,,,,,,268.0,0.0,102.0,62.0,web
,,,,,,,,,260.0,0.0,0.0,103.0,web
,,,,,,,,,19367.0,191.0,5409.0,6841.0,web
,,,,,,,,,805.0,8.0,2.0,297.0,mobile
,,,,,,,,,1476.0,14.0,270.0,449.0,mobile
,,,,,,,,,60.0,4.0,8.0,26.0,mobile
,,,,,,,,,79.0,2.0,0.0,34.0,mobile
,,,,,,,,,15347.0,79.0,6021.0,3518.0,mobile
,,,,,,,,,2468.0,298.0,74.0,923.0,mobile
,,,,,,,,,56028.0,42.0,48708.0,3824.0,web
,,,,,,,,,8225.0,402.0,2237.0,2353.0,web
,,,,,,,,,356.0,0.0,212.0,58.0,mobile
,,,,,,,,,174.0,0.0,48.0,66.0,web
,,,,,,,,,267.0,2.0,122.0,68.0,mobile
,,,,,,,,,5090.0,162.0,3232.0,704.0,web
,,,,,,,,,1552.0,26.0,178.0,458.0,web
,,,,,,,,,2101.0,4.0,514.0,668.0,mobile
,,,,,,,,,3042.0,2.0,253.0,1091.0,mobile
,,,,,,,,,5824.0,0.0,0.0,2377.0,web
,,,,,,,,,622.0,10.0,112.0,223.0,mobile
,,,,,,,,,3725.0,186.0,1475.0,568.0,mobile
,,,,,,,,,523.0,16.0,37.0,187.0,mobile
,,,,,,,,,10735.0,4.0,1258.0,3901.0,mobile
,,,,,,,,,962.0,12.0,437.0,183.0,mobile
,,,,,,,,,31476.0,196.0,10468.0,7164.0,mobile
,,,,,,,,,27.0,0.0,4.0,17.0,mobile
,,,,,,,,,2097.0,8.0,320.0,689.0,mobile
,,,,,,,,,179.0,0.0,54.0,52.0,mobile
,,,,,,,,,20.0,0.0,2.0,12.0,mobile
,,,,,,,,,2862.0,0.0,145.0,1138.0,mobile
,,,,,,,,,23.0,0.0,2.0,14.0,mobile
,,,,,,,,,23870.0,290.0,14237.0,3639.0,mobile
,,,,,,,,,388.0,22.0,34.0,132.0,mobile
,,,,,,,,,170.0,0.0,8.0,75.0,mobile
,,,,,,,,,22.0,0.0,0.0,14.0,mobile
,,,,,,,,,2768.0,4.0,84.0,1009.0,mobile
,,,,,,,,,6135.0,126.0,1508.0,1418.0,mobile
,,,,,,,,,4615.0,504.0,737.0,1152.0,mobile
,,,,,,,,,2656.0,2.0,670.0,784.0,mobile
,,,,,,,,,2404.0,16.0,679.0,743.0,web
,,,,,,,,,315.0,0.0,0.0,132.0,mobile
,,,,,,,,,580.0,6.0,40.0,218.0,mobile
,,,,,,,,,31.0,0.0,4.0,16.0,mobile
,,,,,,,,,10.0,0.0,0.0,5.0,mobile
,,,,,,,,,12509.0,162.0,9154.0,1319.0,mobile
,,,,,,,,,11311.0,36.0,970.0,4175.0,web
,,,,,,,,,37.0,0.0,4.0,23.0,mobile
,,,,,,,,,1176.0,330.0,0.0,305.0,mobile
,,,,,,,,,3256.0,22.0,190.0,1171.0,mobile
,,,,,,,,,5368.0,373.0,1791.0,1314.0,mobile
,,,,,,,,,23438.0,1347.0,8435.0,6108.0,web
,,,,,,,,,20.0,0.0,0.0,14.0,mobile
,,,,,,,,,107.0,0.0,26.0,35.0,mobile
,,,,,,,,,581.0,12.0,132.0,190.0,mobile
,,,,,,,,,5056.0,46.0,1351.0,1775.0,mobile
,,,,,,,,,776.0,46.0,174.0,196.0,mobile
,,,,,,,,,26.0,0.0,4.0,14.0,mobile
,,,,,,,,,4010.0,48.0,1183.0,1310.0,mobile
,,,,,,,,,86.0,6.0,8.0,21.0,web
,,,,,,,,,36.0,0.0,0.0,28.0,web
,,,,,,,,,831.0,6.0,102.0,291.0,mobile
,,,,,,,,,12142.0,107.0,4120.0,3894.0,web
,,,,,,,,,22.0,0.0,0.0,12.0,web
,,,,,,,,,302.0,24.0,103.0,71.0,mobile
,,,,,,,,,1276.0,6.0,152.0,543.0,web
,,,,,,,,,389.0,0.0,144.0,96.0,mobile
,,,,,,,,,34.0,0.0,10.0,17.0,mobile
,,,,,,,,,6413.0,56.0,1038.0,2270.0,web
,,,,,,,,,5887.0,52.0,54.0,2459.0,mobile
,,,,,,,,,416.0,4.0,32.0,159.0,mobile
,,,,,,,,,5832.0,140.0,1939.0,1603.0,mobile
,,,,,,,,,15894.0,1292.0,9028.0,2021.0,mobile
,,,,,,,,,3364.0,299.0,1314.0,600.0,web
,,,,,,,,,780.0,28.0,56.0,300.0,web
,,,,,,,,,264.0,131.0,22.0,35.0,mobile
,,,,,,,,,24.0,0.0,0.0,16.0,web
,,,,,,,,,440.0,2.0,91.0,140.0,mobile
,,,,,,,,,21.0,0.0,4.0,0.0,web
,,,,,,,,,11004.0,10.0,5346.0,2485.0,mobile
,,,,,,,,,1343.0,10.0,1001.0,120.0,mobile
,,,,,,,,,6382.0,0.0,1421.0,2147.0,mobile
,,,,,,,,,17279.0,10.0,5411.0,4511.0,mobile
,,,,,,,,,2082.0,77.0,12.0,843.0,mobile
,,,,,,,,,2738.0,6.0,689.0,878.0,mobile
,,,,,,,,,2230.0,2.0,405.0,706.0,mobile
,,,,,,,,,27.0,0.0,6.0,14.0,mobile
,,,,,,,,,1188.0,22.0,350.0,276.0,mobile
,,,,,,,,,161.0,0.0,46.0,61.0,web
,,,,,,,,,22552.0,12.0,2670.0,9072.0,mobile
,,,,,,,,,30.0,0.0,2.0,19.0,web
,,,,,,,,,3238.0,46.0,335.0,1235.0,mobile
,,,,,,,,,2731.0,36.0,460.0,1062.0,mobile
,,,,,,,,,8.0,0.0,2.0,4.0,mobile
,,,,,,,,,911.0,46.0,224.0,266.0,mobile
,,,,,,,,,310.0,0.0,40.0,117.0,mobile
,,,,,,,,,15156.0,142.0,443.0,5523.0,mobile
,,,,,,,,,39.0,0.0,2.0,23.0,mobile
,,,,,,,,,858.0,0.0,419.0,186.0,mobile
,,,,,,,,,4066.0,588.0,795.0,943.0,mobile
,,,,,,,,,3552.0,309.0,30.0,1689.0,mobile
,,,,,,,,,427.0,30.0,104.0,139.0,web
,,,,,,,,,24.0,0.0,6.0,10.0,mobile
,,,,,,,,,927.0,52.0,218.0,222.0,mobile
,,,,,,,,,8132.0,2.0,383.0,3088.0,mobile
,,,,,,,,,26.0,0.0,8.0,12.0,web
,,,,,,,,,6015.0,3.0,1977.0,2375.0,web
,,,,,,,,,1835.0,134.0,553.0,416.0,mobile
,,,,,,,,,506.0,14.0,219.0,90.0,mobile
,,,,,,,,,3828.0,118.0,647.0,1124.0,mobile
,,,,,,,,,31703.0,658.0,5366.0,9885.0,mobile
,,,,,,,,,580.0,0.0,0.0,251.0,mobile
,,,,,,,,,1756.0,10.0,83.0,692.0,mobile
,,,,,,,,,368.0,0.0,162.0,85.0,mobile
,,,,,,,,,1784.0,26.0,306.0,529.0,mobile
,,,,,,,,,8330.0,4.0,2424.0,2329.0,mobile
,,,,,,,,,104.0,0.0,22.0,36.0,mobile
,,,,,,,,,56911.0,777.0,15191.0,15749.0,mobile
,,,,,,,,,3933.0,2.0,1067.0,1051.0,mobile
,,,,,,,,,9040.0,296.0,2099.0,2832.0,mobile
,,,,,,,,,16116.0,589.0,2829.0,4687.0,mobile
,,,,,,,,,7005.0,2.0,299.0,2741.0,mobile
,,,,,,,,,811.0,0.0,67.0,297.0,mobile
,,,,,,,,,12431.0,948.0,1354.0,3898.0,mobile
,,,,,,,,,24.0,0.0,2.0,15.0,mobile
,,,,,,,,,458.0,4.0,103.0,144.0,web
,,,,,,,,,73.0,0.0,18.0,35.0,web
,,,,,,,,,779.0,6.0,256.0,205.0,mobile
,,,,,,,,,4685.0,2.0,1016.0,1794.0,web
,,,,,,,,,37.0,2.0,8.0,18.0,mobile
,,,,,,,,,980.0,10.0,184.0,299.0,mobile
,,,,,,,,,4758.0,232.0,1350.0,1460.0,web
,,,,,,,,,462.0,0.0,214.0,108.0,mobile
,,,,,,,,,19.0,0.0,0.0,13.0,web
,,,,,,,,,92.0,0.0,6.0,33.0,web
,,,,,,,,,7893.0,110.0,1245.0,2370.0,mobile
,,,,,,,,,2444.0,264.0,98.0,850.0,mobile
,,,,,,,,,2270.0,8.0,861.0,468.0,mobile
,,,,,,,,,2105.0,0.0,512.0,634.0,mobile
,,,,,,,,,676.0,4.0,120.0,196.0,web
,,,,,,,,,86.0,0.0,28.0,25.0,mobile
,,,,,,,,,26.0,0.0,0.0,10.0,mobile
,,,,,,,,,4030.0,2.0,1228.0,954.0,mobile
,,,,,,,,,806.0,2.0,152.0,264.0,web
,,,,,,,,,78.0,16.0,4.0,25.0,mobile
,,,,,,,,,126.0,8.0,20.0,45.0,mobile
,,,,,,,,,10628.0,170.0,2783.0,3357.0,mobile
,,,,,,,,,1368.0,56.0,587.0,293.0,mobile
,,,,,,,,,42.0,0.0,2.0,23.0,mobile
,,,,,,,,,6.0,2.0,0.0,0.0,mobile
,,,,,,,,,1622.0,34.0,588.0,381.0,web
,,,,,,,,,424.0,90.0,27.0,90.0,mobile
,,,,,,,,,512.0,0.0,67.0,180.0,mobile
,,,,,,,,,9506.0,767.0,5407.0,1295.0,mobile
,,,,,,,,,2156.0,24.0,307.0,714.0,mobile
,,,,,,,,,7166.0,150.0,1105.0,2298.0,web
,,,,,,,,,20.0,0.0,0.0,14.0,mobile
,,,,,,,,,18.0,0.0,0.0,12.0,mobile
,,,,,,,,,538.0,12.0,154.0,146.0,mobile
,,,,,,,,,55.0,0.0,0.0,47.0,mobile
,,,,,,,,,8930.0,2.0,4832.0,1578.0,web
,,,,,,,,,14.0,0.0,4.0,6.0,mobile
,,,,,,,,,158.0,0.0,0.0,67.0,web
,,,,,,,,,12.0,0.0,0.0,6.0,web
,,,,,,,,,2109.0,99.0,368.0,665.0,mobile
,,,,,,,,,47.0,0.0,8.0,15.0,mobile
,,,,,,,,,29.0,0.0,8.0,14.0,mobile
,,,,,,,,,377.0,0.0,0.0,157.0,web
,,,,,,,,,3.0,0.0,0.0,2.0,web
,,,,,,,,,764.0,16.0,78.0,259.0,mobile
,,,,,,,,,41.0,0.0,4.0,26.0,mobile
,,,,,,,,,681.0,12.0,115.0,290.0,web
,,,,,,,,,75.0,0.0,4.0,35.0,mobile
,,,,,,,,,131.0,0.0,0.0,80.0,mobile
,,,,,,,,,3107.0,24.0,238.0,1302.0,mobile
,,,,,,,,,17547.0,701.0,13875.0,1089.0,web
,,,,,,,,,18018.0,802.0,3491.0,5351.0,mobile
,,,,,,,,,392.0,0.0,6.0,158.0,mobile
,,,,,,,,,352.0,2.0,0.0,135.0,mobile
,,,,,,,,,1476.0,122.0,392.0,356.0,mobile
,,,,,,,,,99.0,0.0,0.0,23.0,web
,,,,,,,,,482.0,0.0,98.0,154.0,mobile
,,,,,,,,,1848.0,12.0,417.0,556.0,mobile
,,,,,,,,,209.0,26.0,0.0,73.0,mobile
,,,,,,,,,503.0,36.0,124.0,108.0,mobile
,,,,,,,,,1563.0,2.0,476.0,422.0,mobile
,,,,,,,,,53.0,0.0,12.0,24.0,mobile
,,,,,,,,,6412.0,2.0,3901.0,1222.0,web
,,,,,,,,,191.0,0.0,56.0,68.0,web
,,,,,,,,,5568.0,86.0,1565.0,1714.0,mobile
,,,,,,,,,48.0,0.0,12.0,22.0,web
,,,,,,,,,454.0,54.0,29.0,148.0,mobile
,,,,,,,,,2710.0,90.0,722.0,681.0,mobile
,,,,,,,,,676.0,22.0,139.0,228.0,mobile
,,,,,,,,,4563.0,150.0,1668.0,1093.0,mobile
,,,,,,,,,34.0,0.0,6.0,16.0,mobile
,,,,,,,,,1547.0,2.0,148.0,555.0,web
,,,,,,,,,4236.0,1916.0,287.0,891.0,web
,,,,,,,,,365.0,28.0,86.0,107.0,mobile
,,,,,,,,,33284.0,358.0,8249.0,8411.0,mobile
,,,,,,,,,1323.0,53.0,152.0,279.0,mobile
,,,,,,,,,27.0,0.0,4.0,13.0,mobile
,,,,,,,,,388.0,0.0,114.0,114.0,mobile
,,,,,,,,,12643.0,64.0,2.0,4241.0,web
,,,,,,,,,35.0,2.0,9.0,6.0,web
,,,,,,,,,12.0,0.0,0.0,8.0,mobile
,,,,,,,,,5284.0,58.0,1652.0,1438.0,web
,,,,,,,,,9733.0,6.0,6453.0,1243.0,mobile
,,,,,,,,,341.0,2.0,57.0,114.0,mobile
,,,,,,,,,7914.0,201.0,153.0,3004.0,mobile
,,,,,,,,,13485.0,352.0,6287.0,2874.0,mobile
,,,,,,,,,31.0,0.0,6.0,17.0,web
,,,,,,,,,3635.0,0.0,601.0,1229.0,mobile
,,,,,,,,,2778.0,24.0,111.0,1085.0,mobile
,,,,,,,,,317.0,0.0,84.0,99.0,mobile
,,,,,,,,,319.0,12.0,48.0,102.0,mobile
,,,,,,,,,96.0,0.0,22.0,38.0,mobile
,,,,,,,,,4872.0,10.0,341.0,2191.0,web
,,,,,,,,,906.0,0.0,286.0,221.0,mobile
,,,,,,,,,77.0,0.0,6.0,34.0,mobile
,,,,,,,,,300.0,0.0,13.0,125.0,mobile
,,,,,,,,,242.0,0.0,48.0,63.0,mobile
,,,,,,,,,1728.0,0.0,554.0,561.0,web
,,,,,,,,,2235.0,104.0,424.0,623.0,mobile
,,,,,,,,,23.0,0.0,0.0,16.0,mobile
,,,,,,,,,2373.0,96.0,706.0,600.0,mobile
,,,,,,,,,3762.0,25.0,965.0,1111.0,mobile
,,,,,,,,,1246.0,0.0,337.0,328.0,mobile
,,,,,,,,,8245.0,6903.0,58.0,23.0,mobile
,,,,,,,,,2587.0,16.0,1070.0,591.0,mobile
,,,,,,,,,4760.0,80.0,1335.0,1236.0,mobile
,,,,,,,,,9238.0,472.0,2977.0,2301.0,web
,,,,,,,,,261.0,8.0,27.0,85.0,mobile
,,,,,,,,,9664.0,42.0,748.0,3133.0,mobile
,,,,,,,,,12.0,0.0,0.0,10.0,web
,,,,,,,,,2616.0,0.0,382.0,939.0,web
,,,,,,,,,244.0,0.0,46.0,71.0,web
,,,,,,,,,5887.0,16.0,745.0,1997.0,mobile
,,,,,,,,,113.0,48.0,2.0,28.0,mobile
,,,,,,,,,178.0,0.0,20.0,73.0,web
,,,,,,,,,27.0,0.0,0.0,17.0,web
,,,,,,,,,1244.0,0.0,97.0,473.0,mobile
,,,,,,,,,8976.0,31.0,263.0,3847.0,mobile
,,,,,,,,,2250.0,14.0,418.0,663.0,mobile
,,,,,,,,,357.0,0.0,120.0,105.0,web
,,,,,,,,,570.0,58.0,64.0,196.0,mobile
,,,,,,,,,163.0,0.0,20.0,64.0,web
,,,,,,,,,3540.0,10.0,708.0,1104.0,mobile
,,,,,,,,,36.0,0.0,8.0,15.0,mobile
,,,,,,,,,6212.0,100.0,1896.0,1642.0,mobile
,,,,,,,,,9415.0,106.0,7945.0,465.0,web
,,,,,,,,,816.0,26.0,299.0,209.0,mobile
,,,,,,,,,31.0,18.0,2.0,1.0,mobile
,,,,,,,,,492.0,14.0,114.0,131.0,mobile
,,,,,,,,,18.0,0.0,0.0,12.0,mobile
,,,,,,,,,158.0,0.0,29.0,57.0,mobile
,,,,,,,,,27.0,0.0,0.0,18.0,mobile
,,,,,,,,,7131.0,19.0,1736.0,1365.0,web
,,,,,,,,,4444.0,0.0,2816.0,544.0,web
,,,,,,,,,7537.0,2.0,1126.0,2835.0,mobile
,,,,,,,,,413.0,0.0,98.0,145.0,web
,,,,,,,,,18.0,0.0,0.0,12.0,mobile
,,,,,,,,,32.0,0.0,0.0,22.0,web
,,,,,,,,,12834.0,52.0,6837.0,2270.0,mobile
,,,,,,,,,14519.0,0.0,1249.0,6359.0,mobile
,,,,,,,,,597.0,4.0,10.0,256.0,mobile
,,,,,,,,,10775.0,44.0,2721.0,2997.0,mobile
,,,,,,,,,16121.0,483.0,2262.0,7208.0,web
,,,,,,,,,7577.0,2.0,5355.0,891.0,mobile
,,,,,,,,,24.0,0.0,6.0,12.0,mobile
,,,,,,,,,998.0,24.0,149.0,319.0,mobile
,,,,,,,,,184.0,0.0,92.0,47.0,mobile
,,,,,,,,,2095.0,76.0,626.0,583.0,web
,,,,,,,,,2014.0,48.0,1277.0,238.0,mobile
,,,,,,,,,9715.0,28.0,2037.0,3620.0,mobile
,,,,,,,,,13476.0,64.0,9846.0,1399.0,mobile
,,,,,,,,,257.0,22.0,156.0,15.0,mobile
,,,,,,,,,2441.0,60.0,441.0,703.0,mobile
,,,,,,,,,6873.0,2936.0,817.0,966.0,mobile
,,,,,,,,,10798.0,124.0,3037.0,2870.0,mobile
,,,,,,,,,391.0,2.0,22.0,161.0,mobile
,,,,,,,,,2011.0,406.0,93.0,604.0,mobile
,,,,,,,,,2175.0,4.0,6.0,912.0,mobile
,,,,,,,,,444.0,42.0,211.0,57.0,mobile
,,,,,,,,,4734.0,6.0,1297.0,1203.0,mobile
,,,,,,,,,433.0,0.0,158.0,117.0,mobile
,,,,,,,,,33.0,0.0,6.0,18.0,mobile
,,,,,,,,,7715.0,68.0,1194.0,2485.0,mobile
,,,,,,,,,34.0,0.0,8.0,16.0,mobile
,,,,,,,,,34.0,0.0,8.0,16.0,mobile
,,,,,,,,,540.0,0.0,88.0,141.0,mobile
,,,,,,,,,23.0,0.0,2.0,14.0,web
,,,,,,,,,16711.0,8.0,3636.0,5515.0,mobile
,,,,,,,,,4203.0,96.0,927.0,1201.0,mobile
,,,,,,,,,19417.0,285.0,8963.0,3536.0,mobile
,,,,,,,,,676.0,10.0,176.0,192.0,web
,,,,,,,,,124.0,0.0,44.0,42.0,mobile
,,,,,,,,,4598.0,0.0,2697.0,654.0,web
,,,,,,,,,2860.0,92.0,273.0,991.0,mobile
,,,,,,,,,363.0,0.0,253.0,43.0,mobile
,,,,,,,,,859.0,2.0,230.0,267.0,mobile
,,,,,,,,,131.0,2.0,47.0,30.0,mobile
,,,,,,,,,25399.0,114.0,11732.0,5777.0,web
,,,,,,,,,575.0,0.0,135.0,229.0,mobile
,,,,,,,,,28.0,0.0,0.0,13.0,web
,,,,,,,,,173.0,0.0,44.0,43.0,mobile
,,,,,,,,,3761.0,2.0,651.0,1551.0,mobile
,,,,,,,,,1269.0,0.0,146.0,655.0,web
,,,,,,,,,534.0,0.0,4.0,225.0,mobile
,,,,,,,,,3113.0,234.0,861.0,825.0,web
,,,,,,,,,3107.0,2.0,523.0,1146.0,web
,,,,,,,,,806.0,97.0,293.0,133.0,web
,,,,,,,,,1493.0,0.0,351.0,368.0,mobile
,,,,,,,,,32.0,0.0,4.0,18.0,mobile
,,,,,,,,,23200.0,98.0,14226.0,3084.0,mobile
,,,,,,,,,2222.0,34.0,432.0,536.0,web
,,,,,,,,,2911.0,115.0,454.0,1069.0,web
,,,,,,,,,57.0,0.0,12.0,27.0,mobile
,,,,,,,,,1507.0,0.0,2.0,639.0,mobile
,,,,,,,,,978.0,16.0,156.0,301.0,web
,,,,,,,,,1821.0,54.0,386.0,766.0,web
,,,,,,,,,6327.0,148.0,1874.0,1673.0,mobile
,,,,,,,,,756.0,0.0,8.0,316.0,mobile
,,,,,,,,,1837.0,68.0,531.0,381.0,mobile
,,,,,,,,,1159.0,42.0,137.0,444.0,mobile
,,,,,,,,,32.0,0.0,4.0,20.0,web
,,,,,,,,,2380.0,2.0,210.0,796.0,mobile
,,,,,,,,,53.0,0.0,10.0,18.0,mobile
,,,,,,,,,11039.0,46.0,7299.0,1324.0,mobile
,,,,,,,,,470.0,0.0,50.0,172.0,mobile
,,,,,,,,,9213.0,679.0,2288.0,2519.0,mobile
,,,,,,,,,257.0,0.0,48.0,64.0,mobile
,,,,,,,,,74.0,0.0,10.0,35.0,mobile
,,,,,,,,,2683.0,73.0,529.0,714.0,mobile
,,,,,,,,,10846.0,252.0,1999.0,3222.0,web
,,,,,,,,,45.0,0.0,4.0,27.0,mobile
,,,,,,,,,7820.0,16.0,42.0,1430.0,mobile
,,,,,,,,,1331.0,2.0,448.0,345.0,mobile
,,,,,,,,,1149.0,0.0,221.0,302.0,mobile
,,,,,,,,,87.0,0.0,22.0,26.0,mobile
,,,,,,,,,126.0,0.0,32.0,52.0,web
,,,,,,,,,25.0,4.0,5.0,7.0,web
,,,,,,,,,7018.0,410.0,874.0,2393.0,mobile
,,,,,,,,,1690.0,2.0,276.0,649.0,web
,,,,,,,,,511.0,2.0,119.0,156.0,mobile
,,,,,,,,,253.0,0.0,26.0,123.0,web
,,,,,,,,,8774.0,997.0,2366.0,2266.0,mobile
,,,,,,,,,36.0,0.0,6.0,19.0,mobile
,,,,,,,,,2584.0,97.0,951.0,584.0,mobile
,,,,,,,,,150.0,0.0,2.0,65.0,mobile
,,,,,,,,,856.0,0.0,130.0,293.0,web
,,,,,,,,,439.0,40.0,170.0,64.0,mobile
,,,,,,,,,147.0,10.0,24.0,54.0,mobile
,,,,,,,,,64.0,0.0,2.0,29.0,mobile
,,,,,,,,,3655.0,64.0,470.0,1063.0,mobile
,,,,,,,,,32.0,0.0,2.0,20.0,web
,,,,,,,,,9.0,0.0,0.0,5.0,web
,,,,,,,,,320.0,4.0,134.0,78.0,web
,,,,,,,,,3162.0,40.0,268.0,1425.0,mobile
,,,,,,,,,848.0,4.0,48.0,320.0,mobile
,,,,,,,,,20.0,0.0,2.0,11.0,mobile
,,,,,,,,,9735.0,182.0,5355.0,1343.0,mobile
,,,,,,,,,1322.0,42.0,426.0,275.0,mobile
,,,,,,,,,1224.0,34.0,2.0,509.0,web
,,,,,,,,,54.0,2.0,6.0,23.0,mobile
,,,,,,,,,1570.0,0.0,97.0,616.0,mobile
,,,,,,,,,316.0,0.0,94.0,99.0,mobile
,,,,,,,,,1150.0,8.0,152.0,371.0,mobile
,,,,,,,,,2951.0,45.0,837.0,957.0,web
,,,,,,,,,5466.0,0.0,3369.0,712.0,web
,,,,,,,,,27008.0,1384.0,2599.0,9767.0,web
,,,,,,,,,2781.0,45.0,465.0,947.0,web
,,,,,,,,,3711.0,40.0,443.0,1390.0,web
,,,,,,,,,831.0,22.0,4.0,317.0,mobile
,,,,,,,,,2177.0,0.0,939.0,505.0,mobile
,,,,,,,,,3446.0,406.0,313.0,1163.0,web
,,,,,,,,,3377.0,68.0,557.0,896.0,mobile
,,,,,,,,,28.0,0.0,4.0,16.0,mobile
,,,,,,,,,2017.0,8.0,260.0,725.0,mobile
,,,,,,,,,2109.0,362.0,774.0,300.0,mobile
,,,,,,,,,13947.0,24.0,2552.0,3944.0,mobile
,,,,,,,,,3661.0,88.0,0.0,1651.0,web
,,,,,,,,,1493.0,26.0,309.0,562.0,web
,,,,,,,,,799.0,34.0,224.0,265.0,web
,,,,,,,,,83.0,0.0,11.0,51.0,mobile
,,,,,,,,,505.0,20.0,296.0,77.0,mobile
,,,,,,,,,21820.0,1293.0,3592.0,7554.0,mobile
,,,,,,,,,1339.0,0.0,0.0,688.0,web
,,,,,,,,,568.0,6.0,184.0,135.0,mobile
,,,,,,,,,340.0,2.0,2.0,146.0,web
,,,,,,,,,4622.0,1266.0,0.0,1404.0,web
,,,,,,,,,11519.0,0.0,3382.0,3546.0,mobile
,,,,,,,,,26.0,0.0,0.0,19.0,mobile
,,,,,,,,,4840.0,115.0,976.0,1431.0,mobile
,,,,,,,,,1099.0,66.0,4.0,298.0,mobile
,,,,,,,,,1147.0,0.0,4.0,477.0,mobile
,,,,,,,,,20.0,0.0,2.0,12.0,mobile
,,,,,,,,,4694.0,151.0,650.0,1546.0,web
,,,,,,,,,966.0,114.0,30.0,305.0,mobile
,,,,,,,,,249.0,0.0,40.0,93.0,mobile
,,,,,,,,,891.0,2.0,4.0,386.0,mobile
,,,,,,,,,3093.0,77.0,1184.0,887.0,mobile
,,,,,,,,,523.0,0.0,0.0,180.0,web
,,,,,,,,,4284.0,59.0,332.0,1381.0,mobile
,,,,,,,,,23.0,0.0,0.0,14.0,mobile
,,,,,,,,,5694.0,1782.0,1035.0,929.0,mobile
,,,,,,,,,1086.0,28.0,168.0,370.0,mobile
,,,,,,,,,193.0,0.0,14.0,84.0,mobile
,,,,,,,,,496.0,4.0,129.0,127.0,mobile
,,,,,,,,,7830.0,0.0,5222.0,865.0,web
,,,,,,,,,1731.0,86.0,675.0,397.0,mobile
,,,,,,,,,3079.0,279.0,1144.0,572.0,mobile
,,,,,,,,,149.0,0.0,26.0,54.0,mobile
,,,,,,,,,223.0,10.0,22.0,86.0,mobile
,,,,,,,,,21.0,0.0,0.0,14.0,mobile
,,,,,,,,,50.0,0.0,0.0,25.0,mobile
,,,,,,,,,8274.0,224.0,2081.0,2995.0,web
,,,,,,,,,22.0,0.0,0.0,15.0,mobile
,,,,,,,,,56.0,0.0,4.0,34.0,mobile
,,,,,,,,,39.0,0.0,2.0,25.0,mobile
,,,,,,,,,209.0,6.0,33.0,63.0,mobile
,,,,,,,,,4559.0,91.0,664.0,1468.0,mobile
,,,,,,,,,3423.0,3.0,800.0,1102.0,web
,,,,,,,,,287.0,0.0,2.0,132.0,mobile
,,,,,,,,,30.0,0.0,0.0,20.0,mobile
,,,,,,,,,3429.0,86.0,1135.0,1026.0,web
,,,,,,,,,5734.0,0.0,72.0,2324.0,mobile
,,,,,,,,,410.0,2.0,123.0,99.0,mobile
,,,,,,,,,4807.0,117.0,880.0,1356.0,mobile
,,,,,,,,,1456.0,0.0,174.0,501.0,mobile
,,,,,,,,,160.0,0.0,4.0,79.0,mobile
,,,,,,,,,8.0,0.0,0.0,2.0,web
,,,,,,,,,18.0,0.0,0.0,12.0,mobile
,,,,,,,,,2973.0,54.0,1127.0,752.0,mobile
,,,,,,,,,33.0,0.0,8.0,15.0,web
,,,,,,,,,289.0,6.0,23.0,106.0,mobile
,,,,,,,,,4816.0,45.0,1922.0,1085.0,mobile
,,,,,,,,,3542.0,416.0,740.0,953.0,web
,,,,,,,,,17160.0,98.0,14892.0,1092.0,web
,,,,,,,,,71.0,0.0,8.0,30.0,mobile
,,,,,,,,,37.0,0.0,2.0,24.0,mobile
,,,,,,,,,4562.0,4.0,625.0,1589.0,mobile
,,,,,,,,,1174.0,0.0,311.0,224.0,mobile
,,,,,,,,,1891.0,0.0,50.0,777.0,mobile
,,,,,,,,,152.0,0.0,42.0,51.0,mobile
,,,,,,,,,856.0,0.0,74.0,339.0,web
,,,,,,,,,452.0,289.0,8.0,59.0,web
,,,,,,,,,172.0,0.0,52.0,57.0,web
,,,,,,,,,1935.0,16.0,415.0,724.0,mobile
,,,,,,,,,2629.0,30.0,606.0,637.0,mobile
,,,,,,,,,29264.0,0.0,6898.0,9431.0,mobile
,,,,,,,,,100.0,50.0,4.0,16.0,mobile
,,,,,,,,,14548.0,0.0,989.0,5707.0,mobile
,,,,,,,,,101.0,0.0,0.0,41.0,mobile
,,,,,,,,,3537.0,192.0,300.0,1253.0,web
,,,,,,,,,1117.0,0.0,279.0,399.0,mobile
,,,,,,,,,31.0,0.0,2.0,16.0,mobile
,,,,,,,,,1312.0,22.0,293.0,353.0,mobile
,,,,,,,,,197.0,0.0,0.0,80.0,mobile
,,,,,,,,,4027.0,12.0,659.0,1368.0,mobile
,,,,,,,,,1666.0,8.0,200.0,728.0,web
,,,,,,,,,31.0,0.0,0.0,20.0,mobile
,,,,,,,,,36.0,0.0,8.0,19.0,mobile
